,Voxel,Associated System,PC
1186,2187,Somatomotor,0.48191219946
1187,2188,Somatomotor,0.579941684549
1188,2189,Somatomotor,0.575751830594
1189,2190,Somatomotor,0.491886259967
1190,2191,Somatomotor,0.557022744576
1191,2192,Somatomotor,0.456826401324
1192,2193,Temporal,0.475330020195
1193,2194,Cingulo-opercular,0.421674457251
1194,2195,Temporal,0.299151369303
1195,2196,Visual,0.49908018626
1196,2197,Somatomotor,0.392414376027
1197,2198,Somatomotor,0.397386220048
1198,2199,Somatomotor,0.244662981175
1199,2200,Somatomotor,0.394488277872
1200,2201,Somatomotor,0.46441752902
1201,2202,Somatomotor,0.553483911341
1202,2203,Cingulo-opercular,0.744202584721
1203,2204,Cingulo-opercular,0.761975163081
1204,2205,Cingulo-opercular,0.669529578976
1205,2206,Sailency,0.823165609849
